,id,title,original_title,release_date,overview,original_language,origin_country,genres,adult
24920,24920,City of the Living Dead,Paura nella città dei morti viventi,1980-08-11,"A woman seemingly dies of fright after participating in a séance where she sees a vision of a Dunwich priest hanging himself in a church cemetery. New York City reporter Peter Bell investigates and learns that the priest's suicide has somehow opened a portal to Hell and must be sealed by All Saints Day, or else the dead will overtake humanity.",it,['IT'],['Horror'],False
21,21,The Endless Summer,The Endless Summer,1966-06-15,"Bruce Brown's The Endless Summer is one of the first and most influential surf movies of all time. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which, back in 1965 was off-season for surfing) in search of the perfect wave and ultimately, an endless summer.",en,['US'],['Documentary'],False
10911,10911,The Guns of Navarone,The Guns of Navarone,1961-04-27,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",en,"['GB', 'US']","['War', 'Adventure', 'Thriller', 'Action']",False
10102,10102,La Grande Bouffe,La Grande Bouffe,1973-05-16,Four friends gather at a villa with the intention of eating themselves to death.,fr,"['FR', 'IT']","['Drama', 'Comedy']",False
30308,30308,Lured,Lured,1947-08-28,"Sandra Carpenter is a London-based dancer who is distraught to learn that her friend has disappeared. Soon after the disappearance, she's approached by Harley Temple, a police investigator who believes her friend has been murdered by a serial killer who uses personal ads to find his victims. Temple hatches a plan to catch the killer using Sandra as bait, and Sandra agrees to help.",en,['US'],"['Mystery', 'Crime', 'Thriller']",False
38688,38688,Pandora and the Flying Dutchman,Pandora and the Flying Dutchman,1951-04-13,"Pandora Reynolds is a woman who has never fallen in love – but one who men kill and die for. When she meets dashing and mysterious ship's captain Hendrik van der Zee, he pushes her to commit the ultimate act of love.",en,"['US', 'GB']","['Romance', 'Drama', 'Fantasy']",False
26912,26912,Quatermass and the Pit,Quatermass and the Pit,1967-11-09,A mysterious artifact unearthed below a London subway station proves to have powerful psychic effects on the people around.,en,['GB'],"['Science Fiction', 'Horror', 'Mystery']",False
26278,26278,Quatermass 2,Quatermass 2,1957-05-24,"In England, a group of space scientists led by Bernard Quatermass, who have developed plans for the first Moon colony, learn that a secret, ostensibly government-run, complex of identical design has been built in a remote part of England and is the focus of periodic falls of small, hollow ""meteorites"" originating in outer space.  Quatermass determines to investigate and uncovers a terrifying extraterrestrial life form which has already begun action to take over the Earth.",en,['GB'],"['Science Fiction', 'Horror']",False
26956,26956,Puppet Master III,Puppet Master III,1992-05-01,"After hearing that mystical toymaker Andre Toulon has managed to create a troupe of sentient, living puppets, Nazi underling Dr. Hess sets his sights on exploiting Toulon's powers for the glory of the Reich.",en,['US'],"['Horror', 'Fantasy', 'Science Fiction']",False
26957,26957,Puppet Master 4,Puppet Master 4,1993-11-24,"Blade, Tunneler, and Pinhead go toe-to-toe with a team of terrifying, gremlin-like creatures known as ""Totems"" that are sent by the Egyptian demon Sutekh to recapture the magic stolen by Toulon.",en,['US'],"['Horror', 'Science Fiction', 'Fantasy']",False
26958,26958,Puppet Master 5,Puppet Master 5,1994-09-21,"Sutekh, the dark pharaoh from another dimension, sends his own puppet, Totem, to continue his quest to kill Rick and steal the magic which animates the puppets.",en,['US'],"['Horror', 'Fantasy', 'Science Fiction']",False
26959,26959,Curse of the Puppet Master,Curse of the Puppet Master,1998-05-26,"Andre Toulon's diminutive assassins take up residence at The House of Marvels, a traveling doll circus run by Dr. Magrew, who has been trying to create a living doll of his own with little success.",en,['US'],"['Horror', 'Thriller', 'Science Fiction']",False
26960,26960,Retro Puppet Master,Retro Puppet Master,1999-11-09,"Andre Toulon, living a peaceful life as a puppeteer in pre-WWI Paris, encounters the renegade sorcerer Afzel, who has stolen the mysterious secrets of life from the dark god Sutekh.",en,"['RO', 'US']","['Horror', 'Fantasy', 'Science Fiction']",False
80287,80287,Rent-a-Cop,Rent-a-Cop,1987-11-28,"Detective Tony Church is forced to retire and become a store rent-a-cop when his drug sting operation comes to a tragic end by a masked killer. He joins forces with a prostitute, the only one able to identify the killer, to bring him to justice.",en,['US'],"['Comedy', 'Crime', 'Action']",False
6003,6003,Romeo and Juliet,Romeo and Juliet,1968-04-02,"Romeo Montague and Juliet Capulet fall in love against the wishes of their feuding families. Driven by their passion, the young lovers defy their destiny and elope, only to suffer the ultimate tragedy.",en,"['US', 'GB']","['Drama', 'Romance']",False
23939,23939,Stay Tuned,Stay Tuned,1992-08-14,"Salesman Roy Knable spends all his free time watching television, to the exasperation of his wife, Helen. One day, TV salesman Spike convinces Roy to buy a satellite dish offering 666 channels. The new addition to Roy's home entertainment system sucks him and Helen into Hellvision, a realm run by Spike, who is an emissary of Satan. For 24 hours, the couple must survive devilish parodies of TV programs if they want to return to reality alive.",en,['US'],"['Comedy', 'Fantasy']",False
46614,46614,Story of G.I. Joe,Story of G.I. Joe,1945-07-13,"War correspondent Ernie Pyle joins Company C, 18th Infantry as this American army unit fights its way across North Africa in World War II. He comes to know the soldiers and finds much human interest material for his readers back in the States.  Preserved by the Academy Film Archive in partnership with The Film Foundation in 2000.",en,['US'],"['Drama', 'War']",False
11072,11072,Blazing Saddles,Blazing Saddles,1974-02-07,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",en,['US'],"['Western', 'Comedy']",False
23069,23069,Benji,Benji,1974-10-17,"Benji is a stray who has nonetheless worked his way into the hearts of a number of the townspeople, who give him food and attention whenever he stops by. His particular favorites are a pair of children who feed and play with him against the wishes of their parents. When the children are kidnapped, however, the parents and the police are at a loss to find them. Only Benji can track them down, but will he be in time? If he can save the day, he may just find the permanent home he's been longing for.",en,['US'],"['Adventure', 'Family', 'Romance']",False
21299,21299,Benji the Hunted,Benji the Hunted,1987-06-05,"Benji has become stranded on a remote island after a boating accident. He finds himself struggling to survive in the wilderness, avoiding close encounters with a wolf, a bear, and a territorial female cougar with her cub.",en,['US'],"['Action', 'Adventure', 'Family']",False
38802,38802,For the Love of Benji,For the Love of Benji,1977-06-10,"Benji gets lost after a flight overseas and becomes a stray in Athens, Greece. He then tries everyday to reunite with his family while mysterious people pursue him, in a race to get a code which was secretly tattooed on his paw at the airport. But who are the bad guys and who are the agents that can be trusted? Will Benji and his kids and their nanny ever get to enjoy their vacation?",en,['US'],['Family'],False
13368,13368,White Christmas,White Christmas,1954-10-14,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,en,['US'],"['Comedy', 'Music', 'Romance']",False
985,985,Eraserhead,Eraserhead,1977-09-28,"First-time father Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",en,['US'],"['Horror', 'Fantasy']",False
14002,14002,Baraka,Baraka,1992-09-15,A paralysingly beautiful documentary with a global vision—an odyssey through landscape and time—that attempts to capture the essence of life.,en,['US'],['Documentary'],False
541,541,The Man with the Golden Arm,The Man with the Golden Arm,1955-12-26,"When illegal card dealer and recovering heroin addict Frankie Machine gets out of prison, he decides to straighten up. Armed with nothing but an old drum set, Frankie tries to get honest work as a drummer. But when his former employer and his old drug dealer re-enter his life, Frankie finds it hard to stay clean and eventually finds himself succumbing to his old habits.",en,['US'],"['Drama', 'Crime']",False
21137,21137,The Decline of Western Civilization,The Decline of Western Civilization,1981-07-01,"The Los Angeles punk music scene circa 1980 is the focus of this film. With Alice Bag Band, Black Flag, Catholic Discipline, Circle Jerks, Fear, Germs, and X.",en,['US'],"['Documentary', 'Music']",False
36724,36724,The Decline of Western Civilization Part II: The Metal Years,The Decline of Western Civilization Part II: The Metal Years,1988-06-17,"An exploration of the heavy metal scene in Los Angeles, with particular emphasis on glam metal. It features concert footage and interviews of legendary heavy metal and hard rock bands and artists such as Aerosmith, Alice Cooper, Kiss, Megadeth, Motörhead, Ozzy Osbourne and W.A.S.P..",en,['US'],"['Documentary', 'Music']",False
938,938,For a Few Dollars More,Per qualche dollaro in più,1965-12-18,"Two bounty hunters both pursue the brutal and sadistic bandit, El Indio, who has a large bounty on his head.",it,['IT'],['Western'],False
10648,10648,Magnum Force,Magnum Force,1973-12-13,"""Dirty"" Harry Callahan is a San Francisco Police Inspector on the trail of a group of rogue cops who have taken justice into their own hands. When shady characters are murdered one after another in grisly fashion, only Dirty Harry can stop them.",en,['US'],"['Drama', 'Crime', 'Action']",False
11368,11368,Blood Simple,Blood Simple,1984-03-26,"The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",en,['US'],"['Crime', 'Drama', 'Thriller']",False
10875,10875,The Fabulous Baker Boys,The Fabulous Baker Boys,1989-10-13,"The lives of two struggling musicians, who happen to be brothers, inevitably change when they team up with a beautiful, up-and-coming singer.",en,['US'],"['Comedy', 'Drama', 'Music', 'Romance']",False
2075,2075,Prizzi's Honor,Prizzi's Honor,1985-06-14,"Charley Partanna is a hitman who works for the Prizzis, one of the richest crime families in the US. When he sees Irene Walker, it's love at first sight. But he soon finds that she, too, is a killer for hire. Charley can overlook his suspicions, but he can't turn off his heart. And the couple must remember that even if they love each other, the Prizzis love only money.",en,['US'],"['Romance', 'Comedy', 'Crime']",False
1551,1551,Flatliners,Flatliners,1990-08-10,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",en,['US'],"['Drama', 'Science Fiction', 'Horror']",False
22500,22500,Gandahar,Gandahar,1987-12-11,"On the planet Gandahar where peace reigns and poverty is unknown, this utopian lifestyle is upset by reports of people at the outlying frontiers being turned to stone. Sylvain is sent to investigate this mysterious threat.",fr,['FR'],"['Animation', 'Science Fiction', 'Fantasy', 'Adventure']",False
10246,10246,Porky's,Porky's,1981-11-13,"In 1954 Florida, a group of high school boys head to a strip club in the Everglades in an attempt to lose their collective virginity. When the club's owner and his sheriff brother swindle them out of their money and embarrass them, the boys plan revenge.",en,"['CA', 'US']",['Comedy'],False
19698,19698,Porky's II: The Next Day,Porky's II: The Next Day,1983-06-24,"When the students of Angel Beach High decide to stage ""An Evening With Shakespeare,"" their efforts are threatened by Miss Balbricker, who views the works of Shakespeare as obscene. She enlists the help of Reverend Bubba Flavel, a religious fanatic who brings along his flock of followers to pressure the school into shutting down the production.",en,"['CA', 'US']",['Comedy'],False
23919,23919,Porky's Revenge,Porky's Revenge,1985-03-22,"As graduation nears for the class of 1955 at Angel Beach High, the gang once again faces off against their old enemy, Porky, who wants them to throw the school's championship basketball game since he has bet on the opposing team.",en,['US'],['Comedy'],False
18835,18835,Private School,Private School,1983-06-29,"Private-school student Christine loves Jim. But her classmate, Jordan, is also vying for Jim's attention and trying to end his relationship with Christine. Meanwhile, Jim's friend Bubba embarks on a series of sexual escapades, including dressing up as a woman to access the girls' locker room. Despite Jim and Christine's efforts to spend some time alone, various shenanigans and schemes interfere.",en,['US'],"['Comedy', 'Romance']",False
26554,26554,Class of Nuke 'Em High,Class of Nuke 'Em High,1986-12-12,The pupils at a high school next to a nuclear power plant start acting and looking strange after buying contaminated drugs from a plant worker.,en,['US'],"['Horror', 'Comedy', 'Science Fiction', 'Thriller']",False
15239,15239,The Toxic Avenger,The Toxic Avenger,1984-05-15,"A gang of thugs devise a cruel hoax that goes horribly wrong as Melvin, a nerdy emaciated janitor at the local health club, is cast through a third story window into a vat of hazardous toxic waste.",en,['US'],"['Action', 'Comedy', 'Horror']",False
28165,28165,The Toxic Avenger Part II,The Toxic Avenger Part II,1989-07-15,"Melvin Junko was a nerdy weakling until he fell into a vat of toxic waste, turning him into the first ever superhuman creature from New Jersey. This time, he takes on Tokyo.",en,['US'],"['Comedy', 'Horror', 'Science Fiction', 'Action']",False
28169,28169,The Toxic Avenger Part III: The Last Temptation of Toxie,The Toxic Avenger Part III: The Last Temptation of Toxie,1989-11-24,"Desperate to raise money for the experimental surgery that could restore his blind fiancee's eyesight, Toxie accepts a lucrative job with the evil multinational conglomerate Apocalypse Inc.",en,['US'],"['Comedy', 'Horror', 'Science Fiction', 'Action', 'Fantasy']",False
15762,15762,Night of the Creeps,Night of the Creeps,1986-08-21,"In 1959, an alien experiment crashes to earth and infects a fraternity member. They freeze the body, but in the modern day, two geeks pledging a fraternity accidentally thaw the corpse, which proceeds to infect the campus with parasites that transform their hosts into killer zombies.",en,['US'],"['Horror', 'Comedy', 'Science Fiction']",False
169,169,Predator 2,Predator 2,1990-11-21,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,en,['US'],"['Science Fiction', 'Action', 'Thriller']",False
865,865,The Running Man,The Running Man,1987-11-13,"By 2017, the global economy has collapsed and U.S. society has become a totalitarian police state, censoring all cultural activity. The government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style The Running Man, hosted by the ruthless Damon Killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free.",en,['US'],"['Action', 'Science Fiction', 'Thriller']",False
9663,9663,Starman,Starman,1984-12-13,"When an alien takes the form of a young widow's husband and asks her to drive him from Wisconsin to Arizona, the government tries to stop them.",en,['US'],"['Science Fiction', 'Romance', 'Drama']",False
26889,26889,The Brother from Another Planet,The Brother from Another Planet,1984-09-07,An alien slave crash-lands in New York City while being pursued by two Men in Black bounty hunters. His attempt to find a place for himself on Earth parallels that of the immigrant experience.,en,['US'],"['Comedy', 'Science Fiction']",False
10128,10128,Alien Nation,Alien Nation,1988-10-07,"A few years from now, Earth will have the first contact with an alien civilization. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",en,['US'],"['Science Fiction', 'Crime', 'Thriller']",False
9659,9659,Mad Max,Mad Max,1979-04-12,"In the ravaged near-future, a savage motorcycle gang rules the road. Terrorizing innocent civilians while tearing up the streets, the ruthless gang laughs in the face of a police force hell-bent on stopping them.",en,['AU'],"['Adventure', 'Action', 'Thriller', 'Science Fiction']",False
8810,8810,Mad Max 2,Mad Max 2,1981-12-24,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",en,['AU'],"['Adventure', 'Action', 'Thriller', 'Science Fiction']",False
9355,9355,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,1985-06-29,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",en,['AU'],"['Action', 'Adventure', 'Science Fiction']",False
1727,1727,Bird on a Wire,Bird on a Wire,1990-05-18,"An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge.",en,['US'],"['Action', 'Adventure', 'Comedy', 'Romance']",False
635,635,Angel Heart,Angel Heart,1987-03-06,"A down-and-out Brooklyn detective is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",en,['US'],"['Horror', 'Mystery']",False
10068,10068,Nine 1/2 Weeks,Nine 1/2 Weeks,1986-02-09,"An erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. She barely knows about his life, only about the sex games they play, so the relationship begins to get complicated.",en,['US'],"['Drama', 'Romance']",False
11495,11495,Firestarter,Firestarter,1984-05-11,"Charlene ""Charlie"" McGee has the amazing ability to start fires with just a glance. Can her psychic power and the love of her father save her from the threatening government agency which wants to destroy her?",en,['US'],"['Horror', 'Thriller', 'Science Fiction']",False
11428,11428,Sleepwalkers,Sleepwalkers,1992-04-10,"Charles Brady and his mother, Mary, are the last of a dying breed whose needs are not of this world.  They are Sleepwalkers - able to stay alive only by feeding on the life-force of the innocent, but destined to roam the earth, avoiding discovery while searching for their next victim.  That search takes them to the sleepy little town of Travis, Indiana, where beautiful teenager Tanya Robertson is about to become an unwilling pawn in their nightmarish fight for survival.",en,['US'],"['Horror', 'Fantasy', 'Thriller']",False
10117,10117,Action Jackson,Action Jackson,1988-02-12,Vengeance drives a tough Detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.,en,['US'],"['Action', 'Comedy']",False
35936,35936,Sarafina!,Sarafina!,1992-09-18,"The plot centers on students involved in the Soweto Riots, in opposition to the implementation of Afrikaans as the language of instruction in schools. The stage version presents a school uprising similar to the Soweto uprising on June 16, 1976. A narrator introduces several characters among them the school girl activist Sarafina. Things get out of control when a policeman shoots several pupils in a classroom. Nevertheless, the musical ends with a cheerful farewell show of pupils leaving school, which takes most of act two. In the movie version Sarafina feels shame at her mother's (played by Miriam Makeba in the film) acceptance of her role as domestic servant in a white household in apartheid South Africa, and inspires her peers to rise up in protest, especially after her inspirational teacher, Mary Masombuka (played by Whoopi Goldberg in the film version) is imprisoned.",en,"['ZA', 'US']","['Music', 'Drama', 'Family']",False
25562,25562,Soapdish,Soapdish,1991-05-31,"Celeste Talbert is the star of the long-running soap opera ""The Sun Also Sets."" With the show's ratings down, Celeste's ruthlessly ambitious co-star, Montana Moorehead, and the show's arrogant producer, David Seton Barnes, plot to aggravate her into leaving the show by bringing back her old flame, Jeffrey Anderson, and hiring her beautiful young niece, Lori Craven.",en,['US'],['Comedy'],False
51763,51763,The Long Walk Home,The Long Walk Home,1990-12-21,"Two women, black and white, in 1955 Montgomery Alabama, must decide what they are going to do in response to the famous bus boycott led by Martin Luther King.",en,['US'],"['Drama', 'History']",False
73079,73079,Clara's Heart,Clara's Heart,1988-10-07,"David is a teenager whose parents are in a deteriorating marriage after their infant daughter dies. Clara is a chambermaid at a Jamaican resort who's hired to be a housekeeper. She and David develop a close bond, opening his eyes and heart to new experiences, and eventually leading to a disturbing secret in Clara's past.",en,['US'],['Drama'],False
38921,38921,Burglar,Burglar,1987-03-20,"Bernice ""Bernie"" Rhodenbarr is a burglar by trade, and she runs a bookstore as well. Her friend Carl Hefler is a dog groomer. After a successful burglary, it's discovered that a dead body was in the house she burgled. As she's the only one who can be placed at the scene of the crime, she has to use her criminal skills to clear her name of the murder AND avoid getting charged with the burglary.",en,"['CA', 'US']","['Crime', 'Comedy']",False
35463,35463,Fatal Beauty,Fatal Beauty,1987-10-30,"Detective Rita Rizzoli is accustomed to donning costumes and going undercover to nail crooks. But she'll be required to use all of her get-ups and more when a major cocaine ring is suspected of turning out a potent new strain of the drug, called ""Fatal Beauty."" With the help of her partner and a former bodyguard for a local cartel, Rita will do whatever it takes to find out who's dealing Fatal Beauty and stop them.",en,['US'],"['Action', 'Comedy']",False
9679,9679,Gone in Sixty Seconds,Gone in Sixty Seconds,2000-06-09,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",en,['US'],"['Action', 'Crime', 'Thriller']",False
24587,24587,American Pimp,American Pimp,2000-06-09,"Street pimps, all of them African-American, discuss their lives and work: getting started, being flamboyant, pimping in various U.S. cities, bringing a woman into their group, taking a woman from another pimp, and the rules and regulations of pimping. The men are clear: it's about money.",en,['US'],['Documentary'],False
51333,51333,Love's Labour's Lost,Love's Labour's Lost,2000-03-31,The King of Navarre and his three companions swear a very public oath to study together and to renounce women for three years. Their honour is immediately put to the test by the arrival of the Princess of France and her three lovely companions. It's love at first sight for all concerned followed by the men's hopeless efforts to disguise their feelings.,en,"['FR', 'US', 'GB']","['Comedy', 'Music', 'Romance']",False
17771,17771,Sunshine,Sunshine,1999-09-13,The fate of a Hungarian Jewish family throughout the 20th century.,en,"['AT', 'CA', 'US']","['Drama', 'History', 'Romance', 'War']",False
31610,31610,Trixie,Trixie,2000-06-28,"Passed over at work and numbed after she witnesses a colleague's murder, security guard Trixie Zurbo takes a relatively easy job at a lakefront casino, working undercover keeping an eye out for pickpockets. Trixie meets an assortment of colorful regulars: Kirk Stans, the casino's lounge act who drinks too much and is a dead-on mimic; Ruby Pearli , a glamorous, young and knowledgeable barfly; and Dex Lang, a raffish ladies' man who pays attention to Trixie in a way that's hard for her to ignore.",en,['US'],"['Action', 'Comedy', 'Mystery', 'Thriller']",False
60005,60005,American Virgin,American Virgin,2000-06-02,"When your father is a pornographer, what can you do to shock him? If you're Katrina Bartalotti, you announce that you're going to lose your virginity -- live on the Internet, for the whole world to see.",en,['US'],['Comedy'],False
10264,10264,Hamlet,Hamlet,1990-12-19,"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.",en,"['US', 'GB']","['Drama', 'History']",False
31657,31657,Coming Home,Coming Home,1978-02-15,"In 1968 California, a Marine officer's wife falls in love with a former high school classmate who suffered a paralyzing combat injury in the war.",en,['US'],"['Drama', 'Romance', 'War']",False
29204,29204,American Pop,American Pop,1981-02-13,"The history of American popular music runs parallel with the history of a Russian Jewish immigrant family, with each male descendant possessing different musical abilities.",en,['US'],"['Animation', 'Music', 'Drama', 'History']",False
17814,17814,Assault on Precinct 13,Assault on Precinct 13,1976-10-08,"The skeleton staff of a police station, in a deserted neighborhood, that is closing down the next day are under attack all night by the overwhelming numbers of a relentless street gang bent on revenge.",en,['US'],"['Thriller', 'Action', 'Crime']",False
11879,11879,Near Dark,Near Dark,1987-10-02,A farm boy reluctantly becomes a member of the undead when a girl he meets turns out to be part of a band of vampires who roam the highways in stolen cars.,en,['US'],['Horror'],False
21128,21128,One False Move,One False Move,1991-10-12,"Following a series of drug deals and murders, three criminals -- Fantasia, Ray Malcolm and Pluto -- travel from Los Angeles to Houston, finally arriving in a small Arkansas town to go into hiding. Two detectives from the LAPD, who are already on the case, contact the town's sheriff, Dale Dixon, to alert him of the fugitives' presence in the area. Underestimating Dixon, the criminals have no idea what they are about to face.",en,['US'],"['Crime', 'Drama', 'Thriller']",False
482,482,Shaft,Shaft,1971-06-25,Cool Black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,en,['US'],"['Action', 'Crime', 'Thriller']",False
592,592,The Conversation,The Conversation,1974-04-07,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",en,['US'],"['Crime', 'Drama', 'Mystery']",False
31593,31593,Cutter's Way,Cutter's Way,1981-03-19,"Richard spots a man dumping a body, and decides to expose the man he thinks is the culprit with his friend Alex Cutter.",en,['US'],"['Drama', 'Mystery', 'Thriller', 'Crime']",False
12611,12611,The Fury,The Fury,1978-03-10,"When a devious plot separates CIA agent Peter Sandza from his son, Robin, the distraught father manages to see through the ruse. Taken because of his psychic abilities, Robin is being held by Ben Childress, who is studying people with supernatural powers in hopes of developing their talents as weapons. Soon Peter pairs up with Gillian, a teen who has telekinesis, to find and rescue Robin.",en,['US'],"['Horror', 'Science Fiction', 'Thriller']",False
14328,14328,The Paper Chase,The Paper Chase,1973-10-16,A first-year law student struggles with balancing his coursework and his relationship with the daughter of a stern professor.,en,['US'],['Drama'],False
32047,32047,Prince of the City,Prince of the City,1981-08-19,"New York City detective Daniel Ciello agrees to help the United States Department of Justice help eliminate corruption in the police department, as long as he will not have to turn in any close friends. In doing so, Ciello uncovers a conspiracy within the force to smuggle drugs to street informants.",en,['US'],"['Drama', 'Thriller', 'Crime']",False
9040,9040,Serpico,Serpico,1973-12-18,New York cop Frank Serpico blows the whistle on the rampant corruption in the force only to have his comrades turn against him.,en,"['US', 'IT']","['Crime', 'Drama']",False
25364,25364,Ace in the Hole,Ace in the Hole,1951-06-29,An arrogant reporter exploits a story about a man trapped in a cave to revitalize his career.,en,['US'],['Drama'],False
43002,43002,Lonely are the Brave,Lonely are the Brave,1962-05-24,A fiercely independent cowboy arranges to have himself locked up in jail in order to then escape with an old friend who has been sentenced to the penitentiary.,en,['US'],"['Western', 'Drama']",False
5121,5121,The Sugarland Express,The Sugarland Express,1974-03-31,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",en,['US'],"['Crime', 'Drama', 'Comedy']",False
195,195,Trouble in Paradise,Trouble in Paradise,1932-10-30,"Thief Gaston Monescu and pickpocket Lily are partners in crime and love. Working for perfume company executive Mariette Colet, the two crooks decide to combine their criminal talents to rob their employer. Under the alias of Monsieur Laval, Gaston uses his position as Mariette's personal secretary to become closer to her. However, he takes things too far when he actually falls in love with Mariette, and has to choose between her and Lily.",en,['US'],"['Comedy', 'Crime', 'Romance']",False
6978,6978,Big Trouble in Little China,Big Trouble in Little China,1986-05-30,"Truck driver Jack Burton gets embroiled in a supernatural battle when his best friend Wang Chi's green-eyed fiancée is kidnapped by henchmen of the sorcerer Lo Pan, who must marry a girl with green eyes in order to return to the human realm.",en,['US'],"['Action', 'Comedy', 'Fantasy', 'Adventure']",False
3133,3133,Badlands,Badlands,1974-01-05,An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,en,['US'],"['Crime', 'Drama', 'Romance']",False
643,643,Battleship Potemkin,Броненосец Потёмкин,1925-12-24,"A dramatized account of a great Russian naval mutiny and a resultant public demonstration, showing support, which brought on a police massacre. The film had an incredible impact on the development of cinema and is a masterful example of montage editing.",ru,['SU'],"['Drama', 'History', 'War']",False
10571,10571,Boys and Girls,Boys and Girls,2000-06-16,"Ryan and Jennifer are opposites who definitely do not attract. At least that's what they always believed. When they met as twelve-year-olds, they disliked one another. When they met again as teenagers, they loathed each other. But when they meet in college, the uptight Ryan and the free-spirited Jennifer find that their differences bind them together and a rare friendship develops.",en,['US'],"['Comedy', 'Drama', 'Romance']",False
479,479,Shaft,Shaft,2000-06-15,"New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.",en,['US'],"['Action', 'Adventure', 'Crime', 'Thriller']",False
7450,7450,Titan A.E.,Titan A.E.,2000-06-16,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",en,['US'],"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",False
31023,31023,Butterfly,La lengua de las mariposas,1999-09-24,"The film centres on Moncho and his coming-of-age experience in Galicia in 1936. Moncho develops a close relationship with his teacher Don Gregorio who introduces the boy to different things in the world. While the story centres on Moncho's ordinary coming-of-age experiences, tensions related to the looming Spanish Civil War periodically interrupt Moncho's personal growth and daily life.",es,['ES'],['Drama'],False
25636,25636,Jesus' Son,Jesus' Son,2000-06-16,A young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion.,en,"['US', 'CA']","['Comedy', 'Drama', 'Romance']",False
41160,41160,The Match,The Match,1999-08-13,Romantic comedy set against the story of a grudge football match between two pubs. The prize for the winner of the centenary match is the the closure of their opponent's bar. The Match was mainly filmed around Straiton in Ayrshire.,en,['GB'],"['Comedy', 'Romance']",False
47439,47439,Time Regained,Le Temps retrouvé,1999-05-19,"In early 1920s France, an author, lying on his deathbed, looks at various photographs and is flooded with memories of the people and events that have shaped his life.",fr,['FR'],['Drama'],False
207731,207731,Boricua's Bond,Boricua's Bond,2000-06-21,"Tommy, a talented Puerto Rican painter living in the South Bronx, befriends Allen, a white kid who's faced constant harassment since moving to the neighborhood with his single mother, Susan.",en,['US'],['Drama'],False
